review,sentiment
"I didn't really think this movie was bad. Sure, the detective kinda sucked at what he did, and he usually happened upon Capt. Howdy by accident, but he got the job done. Capt. Howdy himself was pretty scary. The make-up artist did a great job. I really liked seeing Dee dressed up all geeky. I laughed so hard when I saw that. I personally don't see how someone can sit through crap like Texas Chainsaw Massacre and call it a great movie, and then watch Strangeland, which is more disturbing because a lot of it could actually happen with the internet being so popular, and call it bad. I personally think that Texas Chainsaw Massacre was loads of crap. Probably one of the stupidest movies that I've ever seen. I enjoyed Strangeland. It was a very disturbing movie because almost all of it actually happens.",positive
"Wow I loved this movie! It is about normal life in a small village. About hypocrisy and honesty, love and surrender. Great! It is about things everybody encounters in life. You have to do things with passion. But some people will not appreciate your passion and will try to stop you. There are people who find the opinion of others and 'what will the neighbors think' more important than to follow their heart. Don't let anybody's opinion stop you from fulfilling your dreams and passion. I loved the fact that the actors were all really normal people, it could have been my family. No big beauties, but all people you fall in love with during the movie.",positive
"I saw it in Europe-plex. Great movie!! <br /><br />This film is an exploration of the Spirit and the Flesh in modern times. Protagonist Jim Kirk, drives an unwieldy RV across America, stopping often to fill his gas-guzzling tank. He is middle-aged and confused . He fuels his thick, diabetic body with cups of coffee and radio chatter. He is the Flesh: agitated and sometimes spaced out, fairly oblivious to the growing tension around him but feeling it as twinges of discomfort. <br /><br />The Spirit suffuses the film through speeches and other sounds, as well as what appears and goes by in the visual field. The Spirit eventually collides with the Flesh and Kirk goes down, unable to comprehend what has happened to him. He's been in denial about just how bad things have become due to he waywardness of all of us, because we are all focused on the needs and desires of our flesh. We're all in the same denial and so we, like Kirk are in danger of going down and being blown away by desert sands just like him.",positive
"Dead Man Walking, absolutely brilliant, in tears by the end! You can not watch this film and not think about the issues it raises; how can you justify killing (whether it be murder or the death penalty) and to what point is forgiveness possible (not just in a spiritual way). Don't watch this film when your down! But WATCH IT!!!",positive
"Frankly I don't understand why this movie has been such a big ""flop"" in publicity. Sharon Stone certainly has not lost any of her charisma and ""touch"" since ""Basic instinct"". I voted this film 10 and I tell you why: Game opens in London this time. London is the city where Catherine Tramell has moved since the events in BI1. Again she proves to be a mastermind manipulator of her own class -unchallenged. She is ""screwing your brain"" as Catherine with such a skill that in the end you don't be quite sure who is the real villain.<br /><br />As for the technical part of the film: Only real setback is the B-rate crew of actors. Sharon Stone is the only really big name in the cast compared to her and Michael Douglas etc in the first part. I also think BI2 would have been better had Sharon Stone been a bit younger but she is still quite stunning in her looks and has only improved concerning her charisma. Her B-rate ""assistants"" are not so bad either although I would have wanted some bigger names to the cast.<br /><br />I think there are quite good improvements in the basic plot. I think this is a far better thriller than many of the run-off-the-mill crap Hollywood so readily distributes these days. The plot is great, it's easy to see technically, you don't snore in the half way through the film and most important -the heath is on.",positive
"There is one detail, which is not very common for Jackie Chan movies, but which is present here. It has some very tough and serious atmosphere about it while the funny elements are present too. Jackie is menacing and psychotic here. He is not a hero who is attacked and only then fights back (in a usual laid-back pattern), but he is the one who can go and start the tumult. His manner of hitting that evil guy in the glasses is amazing. Every time it goes ""crack!"". I also especially enjoy the scene when Jackie goes to the pub and thrashes the villains who had fronted on his girlfriend. It's one of the best blitzkriegs put on screen. Besides, the whole scene is shot with the background of some action character painted on the wall (it also looks like a poster of ""rabochiy"" from our Soviet era) and some lines in Russian on the left (I noticed that quite accidentally). That looks terrific (and nostalgic for Russian people). I also like when the windows are being smashed in the movies. Here there's a lot of this stuff. It's quite amazing watching the characters falling/jumping/running/driving through all manner of panes.<br /><br />All three movies are great. I had been preparing myself to see the down-slide of the quality but I saw a perfect trilogy with sense and incredible stunts (and not only Jackie Chan's character appears in all three movies - that's also excellent and keeps continuity up).<br /><br />I would like to describe each movie just in a few words: No.1 - great (in all aspects - it is one gripping story from the very beginning to the very end) and funny (many scenes are ridiculous); No.2 - raging (Jackie is really *beep* off here) and painful (Jackie gets tortured); No.3 - unbelievable (the woman that fights alongside with Jackie is incredible) and bombastic (should I mention a lot of guns and explosions?).<br /><br />As to the rest - much has been mentioned by the others.<br /><br />It's a trilogy that can be watched over and over again (at least by me). Its place is in top 10 among action/comedy jewels. Finally it's been released in Russia on DVD (the 2nd film has the best options - the Chinese/Russian soundtracks and English/Russian subtitles).<br /><br />Solid 10 out of 10. Thank you for attention.",positive
"In the movie, ""The Falcon and the Snowman"", when they were showing Christopher Boyce around the complex, the satellite in the background was the actual Ryholite satellite that is now in space. TRW allowed interior shots. TRW also allowed both interior and exterior shots for one of the original Star Trek TV series. (The episode is the one where Spock goes blind when a string of satellite lights are activated to kill the aliens). Christopher escaped jail (Lompock) and was featured on America's Most Wanted. He was drinking in a bar when the show aired. He said, ""Hey, that's me"". Needless to say, he was captured and transfered to a maximum security jail.",positive
"Four macho rough'n'tumble guys and three sexy gals venture into a remote woodland area to hunt for a bear. The motley coed group runs afoul of crazed Vietnam veteran Jesse (an effectively creepy portrayal by Alberto Mejia Baron), who not surprisingly doesn't take kindly to any strangers trespassing on his terrain. Director/co-writer Pedro Galindo III relates the gripping story at a steady pace, creates a good deal of nerve-rattling tension, and delivers a fair amount of graphic gore with the brutal murder set pieces (a nasty throat slicing and a hand being blown off with a shotgun rate as the definite gruesome splatter highlights). The capable cast all give solid performances, with especially praiseworthy work by Pedro Fernandez as the nice, humane Nacho, Edith Gonzalez as the feisty Alejandra, Charly Valentino as the amiable Charly, and Tono Mauri as antagonistic jerk Mauricio. Better still, both yummy blonde Marisol Santacruz and lovely brunette Adriana Vega supply some tasty eye candy by wearing skimpy bathing suits. Antonio de Anda's slick, agile cinematography, the breathtaking sylvan scenery, Pedro Plascencia's robust, shuddery, stirring score, the well-developed characters, and the pleasingly tight'n'trim 76 minute running time further enhance the overall sound quality of this bang-up horror/action hybrid winner.",positive
"I have watched this movie three times. The last time, I kept skipping around confusing scenes to find resolution for the plot. Perhaps the plot is not intended to hang together logically. Or perhaps these rough spots are in the plot because Ann's recall of distant events is rather faulty.<br /><br />Take the young Ann Grant (Claire Danes). Here is a young woman who has attended an unnamed college with the scions of a rich family. She must have had help to afford this very expensive education, but never seems to have any family ties at all. She never seems to have any relatives she can turn to when the consequences of one of her disastrous decisions take effect.<br /><br />Ann shares an evening of passion with her great love Harris Arden (Patrick Wilson). Then, when Harris comforts Lila after the tragic death of her brother Buddy, Ann suddenly finds him repulsive and is disgusted with her own behavior. I must have missed something significant here. Ann's behavior seems totally inexplicable. Ann abandons her relationship with Harris and eventually marries one of the groomsmen at Lila's wedding. Despite Ann's rejection of Harris, she continues to hold deep feelings for him on her deathbed.<br /><br />It was obvious from his behavior that Harris was deeply smitten with Ann and would have gladly married her. A scene showing their chance meeting years after Lila's wedding showed that Harris still had deep feelings for Ann.<br /><br />The film showed a pattern for Ann's romantic relationships. She always had a falling out with her men and she rejected them. This pattern held with Harris and two husbands. In contrast, Lila married a man she did not love and she remained with her husband until he died. Perhaps Lila was able to build a relationship because she refused to let her marriage fail.<br /><br />Then came the too convenient reappearance of Lila Ross at Ann's bedside. Apparently Ann's nurse was able to extract enough information from Ann's last few lucid moments to identify and contact Lila. None of this communication appeared on the film.<br /><br />I kept wondering about the house Ann was living in during her final days. How did she afford to buy such a house on the meager earnings of her singing career? Ann always seemed one step ahead of financial disaster while raising her two daughters.<br /><br />On another level, I enjoyed the film's setting and music immensely. The seaside mansion was just so heartbreakingly beautiful. Claire Danes was luminous as the young Ann Grant. She is really quite a talented singer. I much prefer her natural brunette to the bottle blonde look she had in the film extras. If only those pesky CGI fireflies would go away, I could raise the movie a whole point in my vote!",positive
"Naturally, along with everyone else, I was primed to expect a lot of Hollywood fantasy revisionism in THEY DIED WITH THEIR BOOTS ON over the legend of Custer. Just having someone like Errol Flynn play Custer is enough of a clue that the legend has precedence over the truth in this production. And for the most part my expectations were fulfilled (in an admittedly rousing and entertaining way).<br /><br />Yet even in this obviously biased (and much criticized) retelling of the Custer story, I was struck by some of the points made in this movie that, sometimes subtly but nevertheless solidly, seemed to counter the typical clichés of manifest destiny and unvarnished heroism usually found in Westerns of the early 20th century.<br /><br />For instance, even while this film attempted to whitewash it's hero, certain scenes still suggested the more flawed and foolish character of the real-life Custer: <br /><br />1) His initial entrance at the West Point front gate, in which his arrogance and pompousness is a clear aspect of his character.<br /><br />2) His miserable record at West Point, which seems to be attributed as much to Custer's cluelessness about the demands of military service as any other factor; there are moments in the way Flynn plays Custer at West Point where he seems downright stupid.<br /><br />3) Custer's promotion to General is not only presented as a ridiculous mistake, but it plays out as slapstick comedy. I half-expected to see the Marx Brothers or Abbott and Costello wander into the scene.<br /><br />4) Custer's stand against Jeb Stuart at Gettysburg is not whitewashed as brilliant military tactical leadership, but is presented as reckless and wildly lucky.<br /><br />5) Custer's drinking problem is certainly not ignored.<br /><br />And although the music and some of the ways the Indians were shown in this film were certainly reinforcements of the racist stereotype of the ignorant savage, it still came as a surprise to me that the movie actually went into some detail as to why the Indians were justified in attacking the whites who were moving into their land, and fairly explicitly laid the blame for the battles in the Black Hills squarely at the foot of the white man. In fact, no one can argue that the clear villain of the piece is not Anthony Quinn as Sitting Bull, but Arthur Kennedy & Co. as the white devils making the false claim of gold in the Black Hills. Sure, that part of the story is true, but I didn't expect to see it portrayed quite so unequivically in a movie like this.<br /><br />And one other thing: usually in these films it is the Indians who are portrayed en masse as drunken animals seemingly incapable of the basic common sense to avoid getting falling down drunk any time they get near alcohol. In this movie, it is actually the troops of the 7th Cavalry, and not the Indians, who in at least two scenes are portrayed this way.<br /><br />All in all, this movie slips in some surprising moments in the midst of the Hollywood bunk.",positive
"I saw this movie at the Locarno Film Festival in Italian-speaking part of Switzerland.<br /><br />Aishwarya Rai is good-looking.<br /><br />I rate this movie 7/10 because of its nice moments.<br /><br />* spoilers ahead *<br /><br />It has some really nice cinematic moments in it, specially at the end.<br /><br />Though my general feeling is this is too long (over 2 hours and 40 minutes) and containing too much dialogs. And nearly no dancing at all.<br /><br />Clearly a Bollywood movie like Lagaan or Devdas is quite a different kind of movie compared with Chokher Bali.",positive
"First of all, let me comment that the audience LOVED it from the first moment. Perhaps current events in the Middle-East led people to take the attitude, ""I came for a comedy and by George I'm going to enjoy it."" but for whatever reason, everybody seemed really into the comedy of it. The last few times Woody has tried to do a straight comedy (Small Time Crooks, Curse of the Jade Scorpion, Hollywood Ending) I've felt like the one-liners felt strained and a bit antiquated. I remember thinking at one point, ""That would have been funny in the early sixties."" So going in to this movie, I was afraid Woody was becoming tone deaf, however, in this one his comic sensibilities were in perfect tune. Admittedly, there were plenty of my fellow AARP card carrying folks in the screening, but there were also plenty of 20-somethings and 30-somethings as well, and they all seemed to get it and give up the occasional belly laugh in addition to numerous guffaws, chuckles and the like. In many instances, the throw-aways had people laughing so loud you missed the next line.<br /><br />Thematically, Woody was traipsing familiar ground. As I suspected from the trailer, this film had a lot of Manhattan Murder Mystery in it, but then again, there was more than a smidgen of Oedipus Wrecks (New York Stories), Alice, and even a little tribute to Broadway Danny Rose at the very beginning.<br /><br />Even with Woody in the movie, Scarlett, as Sondra, was, at times the Woody-proxy, but her character was far from the Nebbish that, say, Will Ferrell gave us in Melinda and Melinda or Kenneth Branaugh attempted in Celebrity. Instead of archetypal ticks and quirks, Sondra's nerdishness comes directly from the family history which she shares early on. On numerous occasions the ""family business"" leads her to malapropisms that we get as an audience, while the characters on the screen can only perceive them as strange non-sequiturs. Since we are all in on the joke, we can't help but laugh. But the laughs don't come from recognizing the Woody nebbish, but truly from the character. To a great extent, unlike Farrell, Branaugh, Cusack or even Mia Farrow before her, Scarlett is not required to use the Woody voice to evoke the Woody role. Thus, we don't find ourselves ripped out of the narrative as a Woody's voice suddenly emerges from someone else' face.<br /><br />As my friend commented on the way out, Sid, the character played by Woody, is a supporting role, but more center-stage than I was hoping going in. However, this time Woody seems to have written a character that truly fits his current persona. Unlike his Ed Dobel sage character in Anything Else, or his blind director in Hollywood Ending, this time the character is a comfortable fit. Perhaps more importantly, this time the character works in the story. Within the elevated circles they find themselves in, he is even more fish-out-of-water than Scarlett, which is used to great comedic effect throughout. Sid is a declining, itinerant magician playing to small audiences, but the fact that he is from another era is placed front and center for our enjoyment.<br /><br />But what about Jackman? What about Ian (Swearengen) McShane? I liked both of them to the extent that they are used in the piece. I particularly liked McShane's short but effective turns. Jackman is charming with the ease of ""Old Money"" that was so often portrayed in films from 50 years ago. (Class echoes from Purple Rose of Cairo?)<br /><br />So what did I think? Short answer, maybe his best straight comedy since 1994's Bullets Over Broadway. Less stylized than Mighty Aphrodite. Less caustic than Deconstructing Harry. Less forced than Small Time Crooks or Hollywood Ending. Woody has finally found a comic voice that works in the 21st century.",positive
"brilliant screenplay..<br /><br />the screenplay is very tight ..that u will be gelled in seat..<br /><br />this movie is an example for movie can survive only with screenplay and no-story needed..<br /><br />story is very simple that u can write in one line. but screenplay was amazing..<br /><br />brilliant performance by Vijay and Prakashraj..<br /><br />though plot is similar to okkadu.. director adapted only the plot. Tamil version is much fast paced than Telugu.<br /><br />Movie travels straight without any chance of deviation, though u can understand each and every characters back-drop.<br /><br />keep going",positive
"I've read some terrible things about this film, so I was prepared for the worst. ""Confusing. Muddled. Horribly structured."" While there may be merit to some of these accusations, this film was nowhere near as horrific as your average DVD programmer. In fact, it actually had aspirations. It attempted something beyond the typical monster/slasher nonsense. And by god, there are some interesting things going on.<br /><br />Ms. Barbeau is a miracle to behold. She carries the film squarely on her shoulders.<br /><br />This is not to say that it's a masterpiece. UNHOLY ultimately collapses under the weight of its own ambition. There are just too many (unexplained) subplots trying to coexist. And the plot loopholes created by time travel are never really addressed: for example, if Hope knows that her mother is evil and that she will ultimately kill her brother, then why doesn't she just kill Ma in the film's very first sequence? Seems like it would have beat the hell out of traveling into the future to do it.<br /><br />Still, I give UNHOLY points for trying. A little ambition is not a bad thing.",positive
"This is the movie I've seen more times than any other (I believe I saw it on average once every year since it was released). And every time I see it, it is equally fantastic and always reveals something new to me. The cast was most probably a combination of the very best there ever was in ex Yu cinematography. This movie is an absolute must for any self respecting movie lover. In the same league: Maratonci trce pocasni krug, Balkanski spijun and Otac na sluzbenom putu. This is a poker of movies everyone should have in his private video collection.",positive
"During World War II, two Byelorussian (Soviet Russian) soldiers try to avoid being captured by occupying Nazis, as they trudge through snowy terrain, searching for food and safety. If you happen not to like black-and-white ""foreign"" films, you may still enjoy ""Voskhozhdeniye"" (retiled in English ""The Ascent""). Director Larisa Shepitko paces the film extraordinarily well, despite its being a largely introspective piece of work. Her untimely death, in a car accident, made this Ms. Shepitko's final film, unfortunately.<br /><br />After the opening mission is declared, there doesn't seem to be much that could happen in the snowy woods, but Shepitko and a changing setting make it unexpectedly exciting. Leading players Vladimir Gostyukhin (as the spiritually wounded ""Rybak"") and Boris Plotnikov (as the physically wounded 'Sotnikov"") successfully avoid being crushed by the ever increasing symbolism. Their allegorical performances, under Shepitko's sharp direction, provide a memorable and thought-provoking take on a familiar story.<br /><br />******** Voskhozhdeniye (4/2/77) Larisa Shepitko ~ Vladimir Gostyukhin, Boris Plotnikov, Lyudmila Polyakova, Anatoli Solonitsyn",positive
"Im going to keep this fairly brief as to not spoil anything for you. This movie is awesome. From beginning to end, it is filled with genuine thrills. The fight scenes are fantastic, the chase scenes are enthralling, and it moves at such a pace that it really only felt slow toward the end when things are explained, but that is only because everything that preceded it. Damon shines and really has proved a very solid actor, daring you not to believe him in this role. He is this role. A welcome addition to the series in David Straithrain (hope i spelled that close to right) as a seedy CIA agent out to kill Bourne. This is non stop and will truly leave you on the edge of your seat for most of the way. Some things toward the end are just a smidgeon preposterous, thus negating a 10 rating. The ending is left open for sequels and I sure hope that they consider doing more of these, for none have been bad. Excellent film all in all and a fantastic ending to an amazing trilogy.<br /><br />P.S. The shaky cam did not hurt any of the action, but I still think we could do without it. The good news is, you only really notice it when people are talking and not so much the action.",positive
"All the characters in this cartoon were hilarious. Norman the Viking guardian had some memorable phrases and the skull master, the bad guy, would always be vowing to kill Max with some insane cackling. The writing is the best. <br /><br />I was glued to the set when this would come on when I was younger. If they came out with a DVD of all the episodes they made I would be forced to buy it. This and a Conan the Barbarian cartoon are the ones I miss the most from childhood. I think these cartoons are the most unappreciated out of all the great cartoons. I used to watch these cartoons on channel 13 in the Los Angeles Area. <br /><br />I remember the owl was always afraid, warning Max that he was in trouble and that he was the chosen one. Max didn't believe that he was the chosen one and always gave the owl trouble. Norman was less talkative but his simplicity was funny. He would say things like ""I eat monsters for breakfast"" when he was battling them. And then when he was battling zombies he would say ""I eat zombies for...nevermind."" Classic cartoon comedy and action.<br /><br />I vote that they re-air Mighty Max.",positive
"I absolutely loved this movie. I am not even sure what particularly about it but I think it was wonderful and should be available for DVD. The women were strangers and yet got along well enough to spend the time they did in the Villa in Italy. The actors, in my opinion, did an excellent job. The characters were all so different and yet clever story that made it work. There is humor, drama and relationship issues all in good time. This requires 10 lines but I just can't think of any more to say so I will just rattle on until I get 10 lines. So sorry about this. What else can I possibly say it has been a long time since I last saw it. I am looking forward to view again but it isn't available.",positive
"Found this flick in a videostore, it cost $2 to buy. The whole movie stinks really bad! The so-called colonel, who would the hero here if the cover could have been trusted, must be in his eighties and is barely able to walk. He nevertheless manages to shoot some of the dumbest ninjas in the world. Then the story leaves the colonel, which makes sense given the old man's inability to DO anything worth mentioning, a now two terrifyingly eighties-looking guys take over, in what must have been some sort of story. I got lost a hundred times but didn't mind, because the movie is so bad, it's real fun to watch. Zero-Budget trash with actors not deserving that name. Go check it out!",positive
"THE ODD COUPLE (3+ outta 5 stars)<br /><br />Like most people I will always feel that Jack Klugman and Tony Randall are the definitive ""Odd Couple"". Their incredible work on the TV series from the early to mid-70s was a highwater mark for television at the time... easily surpassing the stage and screen versions of the tale. Nonetheless, how can you go wrong with a Jack Lemmon/Walter Matthau pairing? Matthau is in especially good form as Oscar, the slob. Lemmon takes a bit of getting used to as Felix, particularly if you have previously seen Tony Randall's outstanding performance. The script is good... definitely Neil Simon's best. (I will go on record here as stating that Neil Simon is probably one of the worst, most over-rated playwrights of American theatre.) The storyline is simple: Felix, a neat freak and newly separated from his wife moves in with Oscar, the slob who needs some help saving money for alimony payments. Their living arrangement becomes much like a marriage as well, culminating in some amusing tiffs and spats. Lots of fun and some great one-liners.",positive
"A blackly comic tale of a down-trodden priest, Nazarin showcases the economy that Luis Bunuel was able to achieve in being able to tell a deeply humanist fable with a minimum of fuss. As an output from his Mexican era of film making, it was an invaluable talent to possess, with little money and extremely tight schedules. Nazarin, however, surpasses many of Bunuel's previous Mexican films in terms of the acting (Francisco Rabal is excellent), narrative and theme.<br /><br />The theme, interestingly, is something that was explored again in Viridiana, made three years later in Spain. It concerns the individual's struggle for humanity and altruism amongst a society that rejects any notion of virtue. Father Nazarin, however, is portrayed more sympathetically than Sister Viridiana. Whereas the latter seems to choose charity because she wishes to atone for her (perceived) sins, Nazarin's whole existence and reason for being seems to be to help others, whether they (or we) like it or not. The film's last scenes, in which he casts doubt on his behaviour and, in a split second, has to choose between the life he has been leading or the conventional life that is expected of a priest, are so emotional because they concern his moral integrity and we are never quite sure whether it remains intact or not.<br /><br />This is a remarkable film and I would urge anyone interested in classic cinema to seek it out. It is one of Bunuel's most moving films, and encapsulates many of his obsessions: frustrated desire, mad love, religious hypocrisy etc. In my view 'Nazarin' is second only to 'The Exterminating Angel', in terms of his Mexican movies, and is certainly near the top of the list of Bunuel's total filmic output.",positive
"this is the first of a two part back-story to the conflict between the machines and mankind in the Matrix world and it delivers spectacularly by combining observations on man's fear of the unknown and of being usurped with politics, extensive religious and historical imagery, subverting expected portrayals of parties involved and an at least partially believable and thus terrifying vision of our near future. it isn't perfect and some plot points and images are at once obvious and contrived but it has the desired effect and impact and tells a visceral and cautionary tale.<br /><br />this first part sets the scene - human societies have developed advanced and capable robots, mostly humanoid, to serve people doing menial, unskilled jobs, labour, construction etc. and thus the populace has become lazy and derogatory towards them. one robot, however, rebels and kills his owner, stating at his subsequent trial that he simply did not want to die. he is destroyed but when the robot masses' destruction is ordered to protect humanity many robots rise up in protest, with many human sympathisers alongside them.<br /><br />the imagery here is exploitative, recounting race riots and abuse, Tiananmen square, the holocaust and an overly provocative scene of a robot in a human girl's guise getting harried, hammered in the head and then shot dead as it pleads 'i'm real'. it lays on the ground, clothes and skin torn and breasts hanging out. it's an obvious and obscene image designed to present human fear towards uncontrolled elements and aggression towards groups based on the actions of individuals.<br /><br />anyway, this first portion is much like a compressed version of the film I Robot, but it soon develops into a recognisable Matrix back-story as the surviving robot contingent is exiled and congregates in the middle east, in the cradle of civilisation as the narrator informs us. there, the machines regroup and begin to produce new AI and to manufacture mass technology and trade it with human nations. we see a commercial for a car that uses the circular energy hover engines that the ships the rebels in the movies use and we see sentinel type robots flying around Zero One, the name of their city. their goods and trade make their economy soar affecting other economies detrimentally and human governments and authorities establish a blockade in response. the machines send ambassadors in the form of Adam and Eve resemblances to a UN congress to negotiate a peaceful resolution to the blockade, but they are forcibly removed and the scene is set for war in the second part.<br /><br />the animation is by Studio 4°C who work on quite a few of the Animatrix and it's evocative and visually stimulating, rendering different scenes like imagery montages, CCTV footage and particular scenes of import distinctive and overall presenting the story perfectly. the plot may not be an original concept and it may draw on simplistic sheep mentalities and plot models and resort to provocative material for impact but after the tantalising mystery offered by the first film and Morpheus' vague brief info-dumps this is a nice exposition of the cataclysmic events that left the world ravaged and in the hands of the machines that serves as a warning and as a vehicle for many observations and comments on the human condition, the development of AI and the importance of harmony and co-operation and the devastating consequences of conflict and prejudice, themes expanded on in the movies.",positive
"I can understand why others reacted rather unpleasantly towards the climax yielding a twist that really is hard to take seriously. I think, though, that the build-up to it works rather well. The music, quite menacing and spine-tingling, really provides a spooky aura matching the unforgiving sound of a constant ringing telephone that is driving struggling English actress, Joan Matlin(Jean Marsh)bonkers. She's borrowing a pal's nice apartment while attempting to jump-start her career in New York City(..the city buildings outside the window look about as realistic as David Letterman's)and is unceremoniously welcome by a noisy telephone which rings quite a bit, followed by loud slams against the wall. Searching for answers regarding the one responsible for such disregard towards her sanity, Joan discovers that no one rents that room, and that a former tenant had in fact strangled herself. Without help from the manager, Joan will decide to find out for herself who is causing her such anguish. Joan discovers the room empty and the phone with a particular female voice which will haunt her.<br /><br />The episode, I think, is a tour-de-force for Jean Marsh who is a one woman show. She's the only actress visible and we follow her through the crisis which slowly erodes her, the phone and the banging from that other room causing her much distress which grows into fear. Instead of leaving, Joan remains, so shaken by the noise and to the breaking point where she just wishes for the phone(..or whoever is ringing)to stop. The episode provides a possible answer as to who is plaguing Joan and why. A character named Beth comes into the story rather late as Joan struggles to find out whose female voice it was across the other line who knew her name on that dreaded phone she discovers in the room across from hers. The fate of Beth might just tell the viewer why Joan is being traumatized. I think this episode is an exercise in spooks instead of credibility;some didn't particularly like it, but I certainly did. I will admit that the phone, as a physical menace ""crawling"" towards Joan is hard to take seriously, not to mention it's attack on her, but I thought the intense opening twenty minutes before this were suitably chilling enough to make up for it.",positive
"This movie was a really great flick about something that affects us all. I know I've personally run into this many times. Thank goodness Will Smith has jumped onto the societal issue of text messaging while driving. People, don't do it. An hour and forty five minutes is not enough time for this cause. Personally, I wanted to throw away my cell phone after the movie. I was glad to see other people in the theater saw the message and dumped their phones with the empty bags of popcorn. I decided to disable all text messaging on my phone and would encourage others to do the same. If you care about your family, make them watch this vital Public Service Announcement on text messaging while driving or they could kill seven people. Thanks for showing us the way.",positive
"Saw this film when it was an entry in Santa Fe Film Festival. Heavy film! Depiction of a completely dysfunctional family taken to another level of the extreme, might have left me depressed to the extreme, had it not been for very funny sight gags and dialogue along the way which lightened the film's overall tone. The relatively ""uplifting"" ending gave hope for those affected by the initial tragedy. Still, I did not walk out of the theatre ready to go to a fun party. The film stayed with me for several days.<br /><br />Brought back memories of ""Ordinary People"", but with humor mixed in with the tragedy. I thought the acting was excellent, especially by Sigourney Weaver and Emile Hirsh. How each character dealt with the tragedy was at times sad, self-defeating, but also at times hilarious. Clever dialogue, and situations.",positive
"Las Vegas is one of the most brilliant shows of our time, its combines hard-hitting action with light drama and heavy doses of comedy. It features fantastic characters lead by the charismatic tough-guy Ed Deline (James Caan). The show uses cool high-tech surveillance equipment to bring down the cheats and schemers. The characters are joyful to watch especially as their different departments within the hotel/casino cross paths.<br /><br />The show is mainly centred around the surveillance and security part of the hotel/casino. The two leading characters are Ed Deline, president of operations and Danny McCoy (Josh Duhamel), former US Marine who served in Iraq but is now head of security. The shows five other main characters are former valet now security personnel MIT graduate Mike Cannon (James Lesure); the feisty, sexy casino host Samanthat Marquez (Vanessa Marcil); Danny's childhood sweetheart hotel manager Mary O'Connell (Nikki Cox); Danny's current sweetheart also Big Ed's daughter and manager of Mystique Delinda Deline (Molly Sims) and Ed's adopted daughter from his CIA past casino floor manager Nessa Holt (Marsha Thomason) who left the show after the second season. Each character is unique in their own quirky way, giving the show its energy and charisma that keeps its audience entertained for the entire duration of an episode.<br /><br />Every episode features a special quest star either a singer, actor or band who perform at the hotel's nightclub Mystique. These cameo appearances by big names is a specialty that is popular among the shows audience.<br /><br />Las Vegas is a show that can appeal to both male and female audiences. For the guys the show features sexy women, classy sports cars, high stakes gambling, adrenaline pumping action and overall a pool for topless women. For the ladies there is the young and handsome leading man (Duhamel) and the tough edgy Deline, romance and tanned topless guys around the same pool.<br /><br />The plot of each episode combines action with light drama and comedy to break the ice. Each episodes also features 2 even 3 secondary stories which revolve mainly around the female characters. Every season also ends with a bang which leaves the audience hanging until the airing of the next season. An excellent way to end a season! With a mix of genre's driving the show and a cast of colourful, charismatic characters and of course lets not forget the topless pool makes Las Vegas one of the greatest TV shows ever aired.<br /><br />9/10",positive
"Finally I discovered what I thought I remembered as a four year old. After seeing the 1960 color version on VHS, I kept saying I remembered seeing it in black and white 2 times before. Now the IMDb has helped me to know the truth, that it was broadcast twice (2 productions) in black and white in 2 successful years, 1955 & 56. These are the ones I remember best as a four year old. I didn't realize the 56 broadcast was not the same as the 55. In 1960, I was 9 and the color production just didn't do it for me. The black and white version was wonderful with just as much awe and wonder impact as the high tech films of today, even without any computer effects. You had to have been there! Please comment if you had a similar reaction to the b&w version.",positive
"Many teenage sex comedy movies come and go without much fanfare, however, every so often a movie might come along thats honest, funny, entertaining AND memorable. The Last American Virgin is a special movie that has found its place and has stood the test of time blending all four ingredients. This film follows three friends (Gary, Rick and David ""The Big Apple"") misadventures into the world of first-time sex and true love. Along the way they learn hard lessons and the value of true friendship. We follow hopeless romantic Gary (The main character) on his quest to win over the girl of his dreams which leads him down an uncertain road with a surprise twist at it's ending. If you haven't been lucky enough to see this movie yet, by all means take a look...sprinkled with many memorable 80s songs throughout the movie to keep things moving at an even pace. L.A.V. truly is an original film, a rarity among films of it's genre.",positive
